Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,42.540000915527344,43.07500076293945,42.314998626708984,43.064998626708984,41.105533599853516,102223600
2018-01-03,43.13249969482422,43.63750076293945,42.9900016784668,43.057498931884766,41.09837341308594,118071600
2018-01-04,43.1349983215332,43.36750030517578,43.02000045776367,43.25749969482422,41.289268493652344,89738400
2018-01-05,43.36000061035156,43.842498779296875,43.26250076293945,43.75,41.759361267089844,94640000
2018-01-08,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,41.60426330566406,82271200
2018-01-09,43.63750076293945,43.76499938964844,43.352500915527344,43.58250045776367,41.599483489990234,86336000
2018-01-10,43.290000915527344,43.57500076293945,43.25,43.5724983215332,41.58993911743164,95839600
2018-01-11,43.647499084472656,43.872501373291016,43.622501373291016,43.81999969482422,41.826171875,74670800
2018-01-12,44.04499816894531,44.34000015258789,43.912498474121094,44.272499084472656,42.25809097290039,101672400
2018-01-16,44.474998474121094,44.84749984741211,44.03499984741211,44.04750061035156,42.04332733154297,118263600
2018-01-17,44.037498474121094,44.8125,43.76750183105469,44.775001525878906,42.73773193359375,137547200
2018-01-18,44.842498779296875,45.025001525878906,44.5625,44.814998626708984,42.775909423828125,124773600
2018-01-19,44.65250015258789,44.89500045776367,44.352500915527344,44.6150016784668,42.58500671386719,129700400
2018-01-22,44.32500076293945,44.44499969482422,44.150001525878906,44.25,42.23661804199219,108434400
2018-01-23,44.32500076293945,44.86000061035156,44.20500183105469,44.2599983215332,42.24616241455078,130756400
2018-01-24,44.3125,44.32500076293945,43.29999923706055,43.55500030517578,41.57323455810547,204420400
2018-01-25,43.627498626708984,43.73749923706055,42.63249969482422,42.77750015258789,40.83111572265625,166116000
2018-01-26,43.0,43.0,42.51499938964844,42.877498626708984,40.92655563354492,156572000
2018-01-29,42.540000915527344,42.540000915527344,41.76750183105469,41.9900016784668,40.07944107055664,202561600
2018-01-30,41.38249969482422,41.842498779296875,41.17499923706055,41.74250030517578,39.84320831298828,184192800
2018-01-31,41.717498779296875,42.11000061035156,41.625,41.85749816894531,39.95297622680664,129915600
2018-02-01,41.79249954223633,42.154998779296875,41.689998626708984,41.94499969482422,40.0364990234375,188923200
2018-02-02,41.5,41.70000076293945,40.025001525878906,40.125,38.29929733276367,346375200
2018-02-05,39.775001525878906,40.970001220703125,39.0,39.122501373291016,37.342411041259766,290954000
2018-02-06,38.70750045776367,40.93000030517578,38.5,40.75749969482422,38.903018951416016,272975200
2018-02-07,40.772499084472656,40.849998474121094,39.76750183105469,39.8849983215332,38.07022476196289,206434400
2018-02-08,40.0724983215332,40.25,38.75749969482422,38.787498474121094,37.02265930175781,217562000
2018-02-09,39.26750183105469,39.47249984741211,37.560001373291016,39.102500915527344,37.475502014160156,282690400
2018-02-12,39.625,40.97249984741211,39.377498626708984,40.6775016784668,38.98496627807617,243278000
2018-02-13,40.48749923706055,41.1875,40.412498474121094,41.084999084472656,39.37550735473633,130196800
2018-02-14,40.7599983215332,41.8849983215332,40.720001220703125,41.842498779296875,40.10148620605469,162579600
2018-02-15,42.4474983215332,43.272499084472656,42.25,43.247501373291016,41.44803237915039,204588800
2018-02-16,43.09000015258789,43.70500183105469,42.942501068115234,43.10749816894531,41.31385803222656,160704400
2018-02-20,43.01250076293945,43.564998626708984,42.85499954223633,42.962501525878906,41.174888610839844,135722000
